ac_gene_id	length_ac
ENSACAG00000007681	1188
ENSACAG00000007682	1852
ENSACAG00000007683	96
ENSACAG00000007684	775
ENSACAG00000007685	4105
ENSACAG00000007686	654
ENSACAG00000007687	1401
ENSACAG00000007688	2855
ENSACAG00000007689	2499
ENSACAG00000007690	1083
ENSACAG00000007691	1873
ENSACAG00000007692	4843
ENSACAG00000007693	2784
ENSACAG00000007694	4277
ENSACAG00000007695	576
ENSACAG00000007697	2743
ENSACAG00000007698	600
ENSACAG00000007699	1657
ENSACAG00000007700	4604
ENSACAG00000007701	597
ENSACAG00000007702	1385
ENSACAG00000007703	6410
ENSACAG00000007705	3905
ENSACAG00000007706	1731
ENSACAG00000007708	351
ENSACAG00000007709	1179
ENSACAG00000007710	4120
ENSACAG00000007711	1991
ENSACAG00000007712	1365
ENSACAG00000007713	1233
ENSACAG00000007714	5357
ENSACAG00000007715	4507
ENSACAG00000007716	4117
ENSACAG00000007717	1899
ENSACAG00000007718	1353
ENSACAG00000007719	4322
ENSACAG00000007720	1764
ENSACAG00000007721	1305
ENSACAG00000007722	268
ENSACAG00000007724	2653
ENSACAG00000007725	1407
ENSACAG00000007726	2544
ENSACAG00000007727	2082
ENSACAG00000007728	1065
ENSACAG00000007729	1715
ENSACAG00000007730	486
ENSACAG00000007731	1017
ENSACAG00000007732	5436
ENSACAG00000007733	1131
ENSACAG00000007734	5808
ENSACAG00000007735	4697
ENSACAG00000007736	7350
ENSACAG00000007741	3605
ENSACAG00000007742	7652
ENSACAG00000007743	621
ENSACAG00000007744	1542
ENSACAG00000007745	1422
ENSACAG00000007746	604.5
ENSACAG00000007747	6675
ENSACAG00000007748	2975
ENSACAG00000007749	846
ENSACAG00000007750	8025
ENSACAG00000007751	1023
ENSACAG00000007752	246
ENSACAG00000007753	4682
ENSACAG00000007754	4320
ENSACAG00000007755	2277
ENSACAG00000007756	2328.5
ENSACAG00000007757	1121
ENSACAG00000007759	4818
ENSACAG00000007760	717
ENSACAG00000007761	4772
ENSACAG00000007762	6960
ENSACAG00000007763	986
ENSACAG00000007764	2421
ENSACAG00000007766	813
ENSACAG00000007768	3090
ENSACAG00000007771	564
ENSACAG00000007772	7689
ENSACAG00000007774	5165
ENSACAG00000007776	2588
ENSACAG00000007777	5218
ENSACAG00000007778	4143
ENSACAG00000007779	363
ENSACAG00000007780	4711
ENSACAG00000007783	2160
ENSACAG00000007784	1748
ENSACAG00000007785	3800
ENSACAG00000007786	3433
ENSACAG00000007787	4980
ENSACAG00000007788	3927
ENSACAG00000007789	1071
ENSACAG00000007791	1569
ENSACAG00000007792	8244
ENSACAG00000007793	1440
ENSACAG00000007794	270
ENSACAG00000007795	1797
ENSACAG00000007796	1217
ENSACAG00000007797	2442
ENSACAG00000007798	2005
ENSACAG00000007799	1551
ENSACAG00000007800	5808
ENSACAG00000007801	1845
ENSACAG00000007802	2463
ENSACAG00000007803	1197
ENSACAG00000007804	5709
ENSACAG00000007805	831
ENSACAG00000007807	3027
ENSACAG00000007808	1917
ENSACAG00000007809	2405.5
ENSACAG00000007810	963
ENSACAG00000007811	2052
ENSACAG00000007813	282
ENSACAG00000007814	6688
ENSACAG00000007815	3423
ENSACAG00000007816	927
ENSACAG00000007817	2850
ENSACAG00000007818	2148
ENSACAG00000007819	3000
ENSACAG00000007820	1002
ENSACAG00000007821	1296
ENSACAG00000007822	3650
ENSACAG00000007823	4335
ENSACAG00000007826	1845
ENSACAG00000007827	1596
ENSACAG00000007828	2697
ENSACAG00000007829	5643
ENSACAG00000007830	5573
ENSACAG00000007833	2922
ENSACAG00000007834	766
ENSACAG00000007836	5886
ENSACAG00000007837	1400
ENSACAG00000007838	4313
ENSACAG00000007839	3103
ENSACAG00000007841	1431
ENSACAG00000007842	1785
ENSACAG00000007843	6287
ENSACAG00000007844	2364
ENSACAG00000007845	1716
ENSACAG00000007847	2528
ENSACAG00000007848	3611
ENSACAG00000007849	2036
ENSACAG00000007850	279
ENSACAG00000007851	3105
ENSACAG00000007852	2192
ENSACAG00000007854	2900
ENSACAG00000007855	3657
ENSACAG00000007856	168
ENSACAG00000007857	5976
ENSACAG00000007858	1317
ENSACAG00000007859	2187
ENSACAG00000007860	1744
ENSACAG00000007861	2595
ENSACAG00000007863	2693
ENSACAG00000007864	6283
ENSACAG00000007865	3489
ENSACAG00000007867	2736
ENSACAG00000007868	1989
ENSACAG00000007869	2599
ENSACAG00000007870	7010
ENSACAG00000007871	1161
ENSACAG00000007873	798
ENSACAG00000007875	1615
ENSACAG00000007876	467
ENSACAG00000007877	1095
ENSACAG00000007878	231
ENSACAG00000007879	6768
ENSACAG00000007880	3220
ENSACAG00000007881	2036
ENSACAG00000007882	888
ENSACAG00000007883	824
ENSACAG00000007884	1281
ENSACAG00000007885	318
ENSACAG00000007886	963
ENSACAG00000007887	2760
ENSACAG00000007888	2164
ENSACAG00000007889	1850.5
ENSACAG00000007890	4000
ENSACAG00000007891	1263
ENSACAG00000007892	6442
ENSACAG00000007893	3686
ENSACAG00000007894	432
ENSACAG00000007895	414
ENSACAG00000007896	3703
ENSACAG00000007897	981
ENSACAG00000007898	435
ENSACAG00000007899	1857
ENSACAG00000007900	974
ENSACAG00000007901	2692
ENSACAG00000007902	5546
ENSACAG00000007904	1540
ENSACAG00000007905	7525
ENSACAG00000007906	1676
ENSACAG00000007907	3090
ENSACAG00000007908	3679
ENSACAG00000007912	3397
ENSACAG00000007913	6367
ENSACAG00000007914	692
ENSACAG00000007915	477
ENSACAG00000007916	2024
ENSACAG00000007917	2805
ENSACAG00000007918	4611
ENSACAG00000007919	6115
ENSACAG00000007921	4155
ENSACAG00000007922	5543
ENSACAG00000007923	5563.5
ENSACAG00000007924	3449
ENSACAG00000007925	8446
ENSACAG00000007927	474
ENSACAG00000007928	867
ENSACAG00000007929	2241
ENSACAG00000007931	6099
ENSACAG00000007932	3203
ENSACAG00000007933	1696
ENSACAG00000007934	642
ENSACAG00000007935	936
ENSACAG00000007936	980
ENSACAG00000007937	345
ENSACAG00000007938	832
ENSACAG00000007939	4435
ENSACAG00000007940	3604
ENSACAG00000007941	2296
ENSACAG00000007942	2440
ENSACAG00000007943	2717
ENSACAG00000007944	867
ENSACAG00000007946	3402
ENSACAG00000007947	537
ENSACAG00000007948	258
ENSACAG00000007949	4598
ENSACAG00000007951	2435
ENSACAG00000007952	2066
ENSACAG00000007953	6752
ENSACAG00000007955	3937
ENSACAG00000007957	612
ENSACAG00000007958	1210
ENSACAG00000007959	1668
ENSACAG00000007960	406
ENSACAG00000007961	2114
ENSACAG00000007962	507
ENSACAG00000007963	5000
ENSACAG00000007964	4772
ENSACAG00000007966	615
ENSACAG00000007967	6094
ENSACAG00000007968	4692
ENSACAG00000007969	4994
ENSACAG00000007970	5771
ENSACAG00000007971	1026
ENSACAG00000007973	1011
ENSACAG00000007974	5178
ENSACAG00000007975	1314
ENSACAG00000007976	423
ENSACAG00000007977	936
ENSACAG00000007980	1086
ENSACAG00000007981	8270
ENSACAG00000007982	336
ENSACAG00000007983	2051
ENSACAG00000007984	824
ENSACAG00000007985	5241
ENSACAG00000007987	6238
ENSACAG00000007988	3231
ENSACAG00000007989	405
ENSACAG00000007990	8432
ENSACAG00000007991	800
ENSACAG00000007992	5720
ENSACAG00000007993	4173
ENSACAG00000007994	2855
ENSACAG00000007995	2460
ENSACAG00000007996	1218
ENSACAG00000007997	2772
ENSACAG00000007998	1940
ENSACAG00000007999	1269
ENSACAG00000008000	3705
ENSACAG00000008002	1538
ENSACAG00000008003	480
ENSACAG00000008004	1137
ENSACAG00000008005	5849
ENSACAG00000008006	798
ENSACAG00000008007	2890
ENSACAG00000008008	1064
ENSACAG00000008010	1536
ENSACAG00000008011	2301
ENSACAG00000008012	2124
ENSACAG00000008018	2824
ENSACAG00000008021	1102
ENSACAG00000008023	2003
ENSACAG00000008024	7015
ENSACAG00000008025	2358
ENSACAG00000008026	4188
ENSACAG00000008027	423
ENSACAG00000008029	2708
ENSACAG00000008030	2769
ENSACAG00000008031	2859
ENSACAG00000008033	1147
ENSACAG00000008035	669
ENSACAG00000008036	1175
ENSACAG00000008038	5586
ENSACAG00000008039	4203
ENSACAG00000008040	783
ENSACAG00000008041	867
ENSACAG00000008044	678
ENSACAG00000008046	881
ENSACAG00000008047	1191
ENSACAG00000008048	6464
ENSACAG00000008049	2511
ENSACAG00000008050	3156
ENSACAG00000008051	1735
ENSACAG00000008052	4264
ENSACAG00000008055	3819
ENSACAG00000008056	2511
ENSACAG00000008057	2123
ENSACAG00000008058	2763
ENSACAG00000008059	348
ENSACAG00000008060	5884
ENSACAG00000008061	2169
ENSACAG00000008062	1298
ENSACAG00000008063	1810
ENSACAG00000008064	621
ENSACAG00000008065	236
ENSACAG00000008066	3486
ENSACAG00000008067	1422
ENSACAG00000008068	2217
ENSACAG00000008069	2654
ENSACAG00000008070	6554
ENSACAG00000008071	1757
ENSACAG00000008072	6692
ENSACAG00000008073	642
ENSACAG00000008074	5518
ENSACAG00000008075	2944
ENSACAG00000008076	4247
ENSACAG00000008077	5672
ENSACAG00000008078	3641
ENSACAG00000008079	4523
ENSACAG00000008081	5115
ENSACAG00000008082	5219
ENSACAG00000008083	953
ENSACAG00000008085	3175
ENSACAG00000008086	858
ENSACAG00000008087	1321
ENSACAG00000008089	4096.5
ENSACAG00000008090	780
ENSACAG00000008091	1494
ENSACAG00000008092	7673
ENSACAG00000008093	1421
ENSACAG00000008094	1155
ENSACAG00000008097	1812
ENSACAG00000008098	1894
ENSACAG00000008099	5283
ENSACAG00000008100	1527
ENSACAG00000008101	1435
ENSACAG00000008102	4266
ENSACAG00000008103	6434
ENSACAG00000008104	792
ENSACAG00000008105	1016
ENSACAG00000008106	762
ENSACAG00000008107	4896
ENSACAG00000008108	414
ENSACAG00000008110	5670.5
ENSACAG00000008111	5952
ENSACAG00000008112	2958
ENSACAG00000008113	2855
ENSACAG00000008114	723
ENSACAG00000008115	6704
ENSACAG00000008116	4312
ENSACAG00000008117	1579
ENSACAG00000008118	3729
ENSACAG00000008119	2268
ENSACAG00000008120	2460
ENSACAG00000008122	3567
ENSACAG00000008123	1284
ENSACAG00000008124	4602
ENSACAG00000008125	4021
ENSACAG00000008126	6126
ENSACAG00000008127	443
ENSACAG00000008128	4737
ENSACAG00000008129	3002
ENSACAG00000008130	465
ENSACAG00000008131	3822
ENSACAG00000008132	1815
ENSACAG00000008133	3705
ENSACAG00000008135	4871
ENSACAG00000008136	2929
ENSACAG00000008137	5671
ENSACAG00000008138	1053
ENSACAG00000008139	2178
ENSACAG00000008140	2104
ENSACAG00000008142	2295
ENSACAG00000008144	2576
ENSACAG00000008145	2397
ENSACAG00000008148	2065
ENSACAG00000008149	3553
ENSACAG00000008150	1328
ENSACAG00000008151	1649
ENSACAG00000008152	2373
ENSACAG00000008153	1137
ENSACAG00000008154	2272
ENSACAG00000008155	1116
ENSACAG00000008157	2437.5
ENSACAG00000008158	2185
ENSACAG00000008159	723
ENSACAG00000008160	1974
ENSACAG00000008161	246
ENSACAG00000008162	1236
ENSACAG00000008163	2359
ENSACAG00000008164	4035
ENSACAG00000008165	3520
ENSACAG00000008166	594
ENSACAG00000008167	5717
ENSACAG00000008168	390
ENSACAG00000008169	7348
ENSACAG00000008170	1689
ENSACAG00000008171	3679
ENSACAG00000008172	4201
ENSACAG00000008176	1843
ENSACAG00000008177	972
ENSACAG00000008179	1949
ENSACAG00000008181	1876
ENSACAG00000008182	6529
ENSACAG00000008183	1403
ENSACAG00000008184	1946
ENSACAG00000008185	2912
ENSACAG00000008186	1891
ENSACAG00000008187	5295
ENSACAG00000008188	1031
ENSACAG00000008189	2078
ENSACAG00000008190	1544
ENSACAG00000008192	652
ENSACAG00000008193	2667
ENSACAG00000008194	858
ENSACAG00000008195	5811
ENSACAG00000008196	1183
ENSACAG00000008197	1561
ENSACAG00000008198	246
ENSACAG00000008199	2604
ENSACAG00000008200	4564
ENSACAG00000008201	1168
ENSACAG00000008202	3894
ENSACAG00000008203	2798
ENSACAG00000008205	2979
ENSACAG00000008206	3606
ENSACAG00000008207	9386
ENSACAG00000008208	501
ENSACAG00000008210	2858
ENSACAG00000008212	729
ENSACAG00000008213	1801
ENSACAG00000008214	1374
ENSACAG00000008216	3667
ENSACAG00000008217	1461
ENSACAG00000008218	4212
ENSACAG00000008219	1182
ENSACAG00000008220	2576
ENSACAG00000008221	4035
ENSACAG00000008222	309
ENSACAG00000008223	4973
ENSACAG00000008224	2079
ENSACAG00000008227	1716
ENSACAG00000008228	3455
ENSACAG00000008230	1343
ENSACAG00000008231	6874
ENSACAG00000008232	4027
ENSACAG00000008234	535
ENSACAG00000008236	1837
ENSACAG00000008237	2449.5
ENSACAG00000008238	10971
ENSACAG00000008239	3462
ENSACAG00000008240	1030
ENSACAG00000008242	1587
ENSACAG00000008243	1555
ENSACAG00000008244	6098
ENSACAG00000008245	4311
ENSACAG00000008246	2918
ENSACAG00000008247	5233
ENSACAG00000008249	1358
ENSACAG00000008250	10492
ENSACAG00000008251	1556
ENSACAG00000008253	13059
ENSACAG00000008255	3222
ENSACAG00000008256	1263
ENSACAG00000008257	3199
ENSACAG00000008259	2871
ENSACAG00000008260	345
ENSACAG00000008261	4520
ENSACAG00000008262	1466
ENSACAG00000008263	1639
ENSACAG00000008264	3527
ENSACAG00000008265	1366
ENSACAG00000008266	5075
ENSACAG00000008267	1113
ENSACAG00000008268	2224
ENSACAG00000008269	6163
ENSACAG00000008270	1881
ENSACAG00000008271	3007
ENSACAG00000008272	3764
ENSACAG00000008273	1398
ENSACAG00000008274	6019
ENSACAG00000008276	1578
ENSACAG00000008278	1652
ENSACAG00000008279	3795
ENSACAG00000008280	6817
ENSACAG00000008281	598
ENSACAG00000008282	5300
ENSACAG00000008283	495
ENSACAG00000008284	4027
ENSACAG00000008285	655
ENSACAG00000008286	3262
ENSACAG00000008287	3346
ENSACAG00000008288	2230
ENSACAG00000008289	296
ENSACAG00000008290	3248
ENSACAG00000008293	465
ENSACAG00000008296	8063
ENSACAG00000008297	589
ENSACAG00000008298	3078.5
ENSACAG00000008300	2744
ENSACAG00000008301	5087
ENSACAG00000008303	393
ENSACAG00000008304	339
ENSACAG00000008305	4981
ENSACAG00000008306	1053
ENSACAG00000008307	2328
ENSACAG00000008308	3289
ENSACAG00000008309	6709
ENSACAG00000008310	3778
ENSACAG00000008311	3041
ENSACAG00000008312	1125
ENSACAG00000008313	2146
ENSACAG00000008314	1989
ENSACAG00000008315	2558
ENSACAG00000008316	1422
ENSACAG00000008317	3675
ENSACAG00000008318	3981
ENSACAG00000008322	873
ENSACAG00000008323	246
ENSACAG00000008325	1953
ENSACAG00000008327	1299
ENSACAG00000008328	1106
ENSACAG00000008330	4763
ENSACAG00000008331	307
ENSACAG00000008332	1817
ENSACAG00000008333	3620
ENSACAG00000008334	5525
ENSACAG00000008335	2166
ENSACAG00000008336	1065
ENSACAG00000008337	6466
ENSACAG00000008338	4797
ENSACAG00000008339	506
ENSACAG00000008340	2088
ENSACAG00000008341	1134
ENSACAG00000008342	1092
ENSACAG00000008343	3802
ENSACAG00000008344	791
ENSACAG00000008345	1746
ENSACAG00000008346	2262
ENSACAG00000008348	2006
ENSACAG00000008349	297
ENSACAG00000008350	114
ENSACAG00000008352	1514
ENSACAG00000008354	8028
ENSACAG00000008356	3021
ENSACAG00000008357	1845
ENSACAG00000008358	2585
ENSACAG00000008359	1552
ENSACAG00000008361	9717
ENSACAG00000008362	2989
ENSACAG00000008363	7794
ENSACAG00000008364	948
ENSACAG00000008365	2928
ENSACAG00000008366	369
ENSACAG00000008367	3291
ENSACAG00000008368	645
ENSACAG00000008369	777
ENSACAG00000008370	4135
ENSACAG00000008371	5967
ENSACAG00000008372	7697
ENSACAG00000008373	1329
ENSACAG00000008374	1338
ENSACAG00000008376	2063
ENSACAG00000008378	6653
ENSACAG00000008379	1969
ENSACAG00000008380	2727
ENSACAG00000008382	5106
ENSACAG00000008383	3892
ENSACAG00000008384	846
ENSACAG00000008385	129
ENSACAG00000008386	4924
ENSACAG00000008387	1478
ENSACAG00000008388	822
ENSACAG00000008389	972
ENSACAG00000008390	6605
ENSACAG00000008392	1721
ENSACAG00000008393	2105
ENSACAG00000008395	1503
ENSACAG00000008396	5162
ENSACAG00000008397	1933
ENSACAG00000008398	3395
ENSACAG00000008399	4087
ENSACAG00000008400	561
ENSACAG00000008401	1011
ENSACAG00000008404	7302
ENSACAG00000008405	951
ENSACAG00000008406	4078
ENSACAG00000008407	2431
ENSACAG00000008408	2059
ENSACAG00000008410	6863
ENSACAG00000008411	1185
ENSACAG00000008412	2436
ENSACAG00000008413	618
ENSACAG00000008414	1536
ENSACAG00000008416	4718
ENSACAG00000008417	1630
ENSACAG00000008418	4011
ENSACAG00000008419	1491
ENSACAG00000008420	3635
ENSACAG00000008421	7876
ENSACAG00000008422	4293
ENSACAG00000008423	2637
ENSACAG00000008424	829
ENSACAG00000008425	1517
ENSACAG00000008426	120
ENSACAG00000008427	1499
ENSACAG00000008428	1260
ENSACAG00000008429	4302
ENSACAG00000008430	5569
ENSACAG00000008432	1281
ENSACAG00000008434	1196
ENSACAG00000008435	3483
ENSACAG00000008436	2237
ENSACAG00000008437	2381
ENSACAG00000008438	915
ENSACAG00000008439	5870
ENSACAG00000008440	840
ENSACAG00000008441	2003
ENSACAG00000008442	1735
ENSACAG00000008443	2535
ENSACAG00000008445	4034
ENSACAG00000008446	2784
ENSACAG00000008448	60
ENSACAG00000008449	3625
ENSACAG00000008450	972
ENSACAG00000008451	3050
ENSACAG00000008452	3841
ENSACAG00000008453	396
ENSACAG00000008454	1043
ENSACAG00000008455	4986
ENSACAG00000008456	1270
ENSACAG00000008458	2548
ENSACAG00000008459	519
ENSACAG00000008460	4635
ENSACAG00000008461	2598
ENSACAG00000008462	5223
ENSACAG00000008463	3786
ENSACAG00000008464	6325
ENSACAG00000008465	726
ENSACAG00000008466	351
ENSACAG00000008467	5978
ENSACAG00000008468	657
ENSACAG00000008469	5911
ENSACAG00000008470	3415
ENSACAG00000008471	786
ENSACAG00000008472	2937
ENSACAG00000008473	6255
ENSACAG00000008474	320
ENSACAG00000008475	3026
ENSACAG00000008476	4972
ENSACAG00000008477	1521
ENSACAG00000008478	3926
ENSACAG00000008479	2178
ENSACAG00000008480	3694
ENSACAG00000008481	699
ENSACAG00000008482	3939
ENSACAG00000008483	2201.5
ENSACAG00000008484	2240
ENSACAG00000008486	93
ENSACAG00000008487	1891
ENSACAG00000008488	1283
ENSACAG00000008489	1101
ENSACAG00000008490	4311
ENSACAG00000008491	3050.5
ENSACAG00000008492	1935
ENSACAG00000008493	4906
ENSACAG00000008494	7995
ENSACAG00000008495	5899
ENSACAG00000008496	3415
ENSACAG00000008497	1429
ENSACAG00000008498	3438
ENSACAG00000008499	3263
ENSACAG00000008500	231
ENSACAG00000008501	961
ENSACAG00000008502	1467
ENSACAG00000008503	321
ENSACAG00000008504	1315
ENSACAG00000008505	1692.5
ENSACAG00000008507	2703
ENSACAG00000008508	5000
ENSACAG00000008509	2511
ENSACAG00000008510	3754
ENSACAG00000008512	2771
ENSACAG00000008513	453
ENSACAG00000008514	833
ENSACAG00000008516	2028
ENSACAG00000008517	1218
ENSACAG00000008518	939
ENSACAG00000008519	4612
ENSACAG00000008520	2257
ENSACAG00000008521	5446
ENSACAG00000008522	513
ENSACAG00000008523	696
ENSACAG00000008524	1848
ENSACAG00000008525	1715
ENSACAG00000008526	315
ENSACAG00000008527	771
ENSACAG00000008530	4827
ENSACAG00000008531	2880
ENSACAG00000008532	1994
ENSACAG00000008533	866
ENSACAG00000008534	4890
ENSACAG00000008535	882
ENSACAG00000008536	4013
ENSACAG00000008537	4557
ENSACAG00000008538	3186
ENSACAG00000008539	2406
ENSACAG00000008540	1814
ENSACAG00000008542	4797
ENSACAG00000008543	1623
ENSACAG00000008544	639
ENSACAG00000008545	2687
ENSACAG00000008546	1083
ENSACAG00000008547	717
ENSACAG00000008548	504
ENSACAG00000008549	771
ENSACAG00000008550	4766
ENSACAG00000008552	1113
ENSACAG00000008553	683
ENSACAG00000008555	3928
ENSACAG00000008556	5284
ENSACAG00000008557	6602.5
ENSACAG00000008558	6853
ENSACAG00000008559	922
ENSACAG00000008560	2153
ENSACAG00000008561	594
ENSACAG00000008562	4528
ENSACAG00000008563	876
ENSACAG00000008564	2034
ENSACAG00000008565	6582
ENSACAG00000008566	396
ENSACAG00000008567	5932
ENSACAG00000008569	762
ENSACAG00000008570	5060
ENSACAG00000008571	6057
ENSACAG00000008572	5716
ENSACAG00000008573	1683
ENSACAG00000008574	3172
ENSACAG00000008576	5217
ENSACAG00000008577	1264
ENSACAG00000008578	1937
ENSACAG00000008579	4045
ENSACAG00000008580	6223
ENSACAG00000008581	1406
ENSACAG00000008582	321
ENSACAG00000008583	1137
ENSACAG00000008584	213
ENSACAG00000008585	1159
ENSACAG00000008586	2097
ENSACAG00000008587	2280
ENSACAG00000008589	825
ENSACAG00000008590	4587
ENSACAG00000008591	1374
ENSACAG00000008592	4545
ENSACAG00000008593	1199
ENSACAG00000008594	1068
ENSACAG00000008595	3652
ENSACAG00000008596	5949
ENSACAG00000008598	4274
ENSACAG00000008599	6475
ENSACAG00000008600	2480
ENSACAG00000008601	2241
ENSACAG00000008602	4471
ENSACAG00000008603	492
ENSACAG00000008604	3827
ENSACAG00000008605	1080
ENSACAG00000008606	2857
ENSACAG00000008607	17308
ENSACAG00000008608	1200
ENSACAG00000008609	4263
ENSACAG00000008610	1674
ENSACAG00000008611	7901
ENSACAG00000008612	3261
ENSACAG00000008613	1236
ENSACAG00000008615	2650.5
ENSACAG00000008616	5070
ENSACAG00000008618	361
ENSACAG00000008619	1867
ENSACAG00000008620	1089
ENSACAG00000008621	477
ENSACAG00000008622	597
ENSACAG00000008623	5412
ENSACAG00000008624	1314
ENSACAG00000008625	3207
ENSACAG00000008627	2508
ENSACAG00000008628	1515
ENSACAG00000008629	1442
ENSACAG00000008631	1245
ENSACAG00000008632	4246
ENSACAG00000008633	1638
ENSACAG00000008635	2022
ENSACAG00000008636	1387
ENSACAG00000008637	845
ENSACAG00000008638	1528
ENSACAG00000008639	1783
ENSACAG00000008640	2343
ENSACAG00000008641	11848
ENSACAG00000008642	3537
ENSACAG00000008644	1965
ENSACAG00000008646	1149
ENSACAG00000008649	2169
ENSACAG00000008650	5370
ENSACAG00000008651	4984
ENSACAG00000008652	4738
ENSACAG00000008655	3357
ENSACAG00000008656	1728
ENSACAG00000008657	2315
ENSACAG00000008658	2302
ENSACAG00000008659	6348
ENSACAG00000008660	4374
ENSACAG00000008661	971
ENSACAG00000008662	5958
ENSACAG00000008664	2172
ENSACAG00000008665	204
ENSACAG00000008666	1534
ENSACAG00000008667	9968
ENSACAG00000008668	6049
ENSACAG00000008669	2816
ENSACAG00000008673	1727
ENSACAG00000008675	2149
ENSACAG00000008677	1887
ENSACAG00000008678	1249
ENSACAG00000008679	4035
ENSACAG00000008680	2526
ENSACAG00000008682	1767
ENSACAG00000008683	2184
ENSACAG00000008684	1953
ENSACAG00000008686	4895
ENSACAG00000008687	3118
ENSACAG00000008688	1477
ENSACAG00000008689	951
ENSACAG00000008690	1719
ENSACAG00000008691	1653
ENSACAG00000008692	2330
ENSACAG00000008693	570
ENSACAG00000008694	5543
ENSACAG00000008695	5469
ENSACAG00000008696	1191
ENSACAG00000008697	4386
ENSACAG00000008698	6522
ENSACAG00000008699	969
ENSACAG00000008700	4600
ENSACAG00000008702	1476
ENSACAG00000008703	4151
ENSACAG00000008704	638
ENSACAG00000008706	483
ENSACAG00000008707	5148
ENSACAG00000008708	2773.5
ENSACAG00000008709	7651
ENSACAG00000008710	1725
ENSACAG00000008711	2402
ENSACAG00000008712	1995
ENSACAG00000008713	2514
ENSACAG00000008714	957
ENSACAG00000008715	5225
ENSACAG00000008717	1172
ENSACAG00000008719	4161
ENSACAG00000008720	2951
ENSACAG00000008721	5658
ENSACAG00000008722	3459
ENSACAG00000008723	6819
ENSACAG00000008725	533
ENSACAG00000008726	4365
ENSACAG00000008727	258
ENSACAG00000008728	3341.5
ENSACAG00000008729	756
ENSACAG00000008730	3244
ENSACAG00000008732	941.5
ENSACAG00000008733	2329
ENSACAG00000008734	1995
ENSACAG00000008735	726
ENSACAG00000008736	306
ENSACAG00000008737	2652
ENSACAG00000008739	2101
ENSACAG00000008740	2995
ENSACAG00000008741	3443
ENSACAG00000008742	4006
ENSACAG00000008743	1573
ENSACAG00000008744	2318
ENSACAG00000008745	6659
ENSACAG00000008746	616
ENSACAG00000008747	1317
ENSACAG00000008748	993
ENSACAG00000008749	975
ENSACAG00000008750	3540
ENSACAG00000008752	2814
ENSACAG00000008753	437
ENSACAG00000008754	1329
ENSACAG00000008755	1295
ENSACAG00000008756	2094
ENSACAG00000008758	1729
ENSACAG00000008759	1875
ENSACAG00000008760	6954
ENSACAG00000008761	1125
ENSACAG00000008763	498
ENSACAG00000008765	2690
ENSACAG00000008766	3352
ENSACAG00000008768	1757
ENSACAG00000008769	3646
ENSACAG00000008770	4950
ENSACAG00000008771	1319
ENSACAG00000008772	3699
ENSACAG00000008773	1283
ENSACAG00000008774	3789
ENSACAG00000008776	3576
ENSACAG00000008777	402
ENSACAG00000008778	438
ENSACAG00000008779	3091
ENSACAG00000008780	712
ENSACAG00000008781	4915
ENSACAG00000008782	111
ENSACAG00000008783	1845
ENSACAG00000008785	3589
ENSACAG00000008786	930
ENSACAG00000008787	940
ENSACAG00000008788	366
ENSACAG00000008789	532
ENSACAG00000008791	2469
ENSACAG00000008792	522
ENSACAG00000008793	1425
ENSACAG00000008796	1649
ENSACAG00000008797	762
ENSACAG00000008798	2583
ENSACAG00000008799	1841
ENSACAG00000008800	1515
ENSACAG00000008801	866
ENSACAG00000008802	639
ENSACAG00000008803	4162
ENSACAG00000008804	3825.5
ENSACAG00000008807	3319
ENSACAG00000008808	7950
ENSACAG00000008809	3792
ENSACAG00000008810	5235
ENSACAG00000008811	282
ENSACAG00000008812	1545
ENSACAG00000008814	663
ENSACAG00000008815	1519
ENSACAG00000008816	978
ENSACAG00000008817	1434
ENSACAG00000008818	3615
ENSACAG00000008819	1429
ENSACAG00000008821	718
ENSACAG00000008823	6522
ENSACAG00000008824	657
ENSACAG00000008826	1570
ENSACAG00000008827	863
ENSACAG00000008829	1791
ENSACAG00000008830	2349
ENSACAG00000008831	5979
ENSACAG00000008832	393
ENSACAG00000008833	2065
ENSACAG00000008834	1905
ENSACAG00000008835	2665
ENSACAG00000008836	2235
ENSACAG00000008837	3333
ENSACAG00000008838	2328
ENSACAG00000008839	1398
ENSACAG00000008840	4787
ENSACAG00000008841	351
ENSACAG00000008842	4093
ENSACAG00000008843	350
ENSACAG00000008844	2650
ENSACAG00000008845	2596
ENSACAG00000008846	4500
ENSACAG00000008848	7722
ENSACAG00000008849	657
ENSACAG00000008850	4683
ENSACAG00000008852	5868
ENSACAG00000008853	4049
ENSACAG00000008854	1197
ENSACAG00000008855	153
ENSACAG00000008856	1599
ENSACAG00000008857	2559
ENSACAG00000008858	4021
ENSACAG00000008859	1241
ENSACAG00000008861	405
ENSACAG00000008862	1275
ENSACAG00000008863	2399
ENSACAG00000008864	603
ENSACAG00000008865	1455
ENSACAG00000008867	1891
ENSACAG00000008868	816
ENSACAG00000008869	5696
ENSACAG00000008871	216
ENSACAG00000008872	3028
ENSACAG00000008874	3784
ENSACAG00000008878	3504
ENSACAG00000008879	692
ENSACAG00000008880	1317
ENSACAG00000008881	2660
ENSACAG00000008882	1524
ENSACAG00000008883	2437
ENSACAG00000008884	4687
ENSACAG00000008885	2328
ENSACAG00000008887	1542
ENSACAG00000008890	7265
ENSACAG00000008891	692
ENSACAG00000008892	3977
