hs_gene_id	mm_gene_id	mm_homol	ac_gene_id	ac_homol	gene_symbol
ENSG00000163161	ENSMUSG00000024382	ortholog_one2one	ENSACAG00000009919	ortholog_one2one	ERCC3
ENSG00000225830	ENSMUSG00000054051	ortholog_one2one	ENSACAG00000011685	ortholog_one2one	ERCC6
ENSG00000105722	ENSMUSG00000040857	ortholog_one2one			ERF
ENSG00000157554	ENSMUSG00000040732	ortholog_one2one			ERG
ENSG00000091831	ENSMUSG00000019768	ortholog_one2one	ENSACAG00000006213	ortholog_one2one	ESR1
ENSG00000140009	ENSMUSG00000021055	ortholog_one2one	ENSACAG00000015814	ortholog_one2one	ESR2
ENSG00000173153	ENSMUSG00000024955	ortholog_one2one	ENSACAG00000007834	ortholog_one2one	ESRRA
ENSG00000119715	ENSMUSG00000021255	ortholog_one2one	ENSACAG00000017071	ortholog_one2one	ESRRB
ENSG00000196482	ENSMUSG00000026610	ortholog_one2one	ENSACAG00000005586	ortholog_one2one	ESRRG
ENSG00000134954	ENSMUSG00000032035	ortholog_one2one	ENSACAG00000016330	ortholog_one2one	ETS1
ENSG00000157557	ENSMUSG00000022895	ortholog_one2one			ETS2
ENSG00000006468	ENSMUSG00000004151	ortholog_one2one	ENSACAG00000013062	ortholog_one2one	ETV1
ENSG00000105672	ENSMUSG00000006311	ortholog_one2one	ENSACAG00000005483	ortholog_one2one	ETV2
ENSG00000117036	ENSMUSG00000003382	ortholog_one2one			ETV3
ENSG00000175832	ENSMUSG00000017724	ortholog_one2one	ENSACAG00000004827	ortholog_one2one	ETV4
ENSG00000244405	ENSMUSG00000013089	ortholog_one2one	ENSACAG00000008128	ortholog_one2one	ETV5
ENSG00000139083	ENSMUSG00000030199	ortholog_one2one	ENSACAG00000004675	ortholog_one2one	ETV6
ENSG00000085276	ENSMUSG00000027684	ortholog_one2one	ENSACAG00000015620	ortholog_one2one	MECOM
ENSG00000106038	ENSMUSG00000005503	ortholog_one2one	ENSACAG00000007272	ortholog_one2one	EVX1
ENSG00000182944	ENSMUSG00000009079	ortholog_one2one	ENSACAG00000009298	ortholog_one2one	EWSR1
ENSG00000064655	ENSMUSG00000017897	ortholog_one2one	ENSACAG00000016631	ortholog_one2one	EYA2
ENSG00000158161	ENSMUSG00000028886	ortholog_one2one	ENSACAG00000017635	ortholog_one2one	EYA3
ENSG00000108799	ENSMUSG00000006920	ortholog_one2one	ENSACAG00000014235	ortholog_one2one	EZH1
ENSG00000106462	ENSMUSG00000029687	ortholog_one2one	ENSACAG00000013910	ortholog_one2one	EZH2
ENSG00000171634	ENSMUSG00000040481	ortholog_one2one	ENSACAG00000000269	ortholog_one2one	BPTF
ENSG00000169840	ENSMUSG00000053129	ortholog_one2one			GSX1
ENSG00000175395	ENSMUSG00000072623	ortholog_one2one	ENSACAG00000007391	ortholog_one2many	ZNF25
ENSG00000171988	ENSMUSG00000037876	ortholog_one2one	ENSACAG00000010214	ortholog_one2one	JMJD1C
ENSG00000213588	ENSMUSG00000079605	ortholog_one2one	ENSACAG00000011285	ortholog_one2one	ZBTB9
ENSG00000236515					ZBTB9
ENSG00000204366	ENSMUSG00000049823	ortholog_one2one	ENSACAG00000011189	ortholog_one2one	ZBTB12
ENSG00000234196					ZBTB12
ENSG00000237900					ZBTB12
ENSG00000206366					ZBTB12
ENSG00000234852					ZBTB12
ENSG00000164651	ENSMUSG00000048562	ortholog_one2one			SP8
ENSG00000153814	ENSMUSG00000063568	ortholog_one2one	ENSACAG00000007174	ortholog_one2one	JAZF1
ENSG00000185002	ENSMUSG00000019900	ortholog_one2one	ENSACAG00000014185	ortholog_one2one	RFX6
ENSG00000187987			ENSACAG00000022914	ortholog_many2many	ZSCAN23
ENSG00000187987			ENSACAG00000026755	ortholog_many2many	ZSCAN23
ENSG00000115641	ENSMUSG00000008136	ortholog_one2one	ENSACAG00000010422	ortholog_one2one	FHL2
ENSG00000105967	ENSMUSG00000029553	ortholog_one2one	ENSACAG00000006672	ortholog_one2one	TFEC
ENSG00000161405	ENSMUSG00000018168	ortholog_one2one	ENSACAG00000003308	ortholog_one2one	IKZF3
ENSG00000030419	ENSMUSG00000025997	ortholog_one2one	ENSACAG00000025864	ortholog_one2one	IKZF2
ENSG00000169136	ENSMUSG00000038539	ortholog_one2one	ENSACAG00000024934	ortholog_one2one	ATF5
ENSG00000143033	ENSMUSG00000029267	ortholog_one2one	ENSACAG00000005728	ortholog_one2one	MTF2
ENSG00000213079	ENSMUSG00000046201	ortholog_one2one	ENSACAG00000005282	ortholog_one2one	SCAF8
ENSG00000120784	ENSMUSG00000047473	ortholog_one2one	ENSACAG00000013824	ortholog_one2many	ZFP30
ENSG00000168813	ENSMUSG00000044452	ortholog_one2one	ENSACAG00000000318	ortholog_one2one	ZNF507
ENSG00000101544	ENSMUSG00000053950	ortholog_one2one	ENSACAG00000001359	ortholog_one2one	ADNP2
ENSG00000081386	ENSMUSG00000056824	ortholog_one2many	ENSACAG00000014483	ortholog_one2many	ZNF510
ENSG00000281178					MLXIP
ENSG00000175727	ENSMUSG00000038342	ortholog_one2one	ENSACAG00000013663	ortholog_one2many	MLXIP
ENSG00000175727	ENSMUSG00000038342	ortholog_one2one	ENSACAG00000011503	ortholog_one2many	MLXIP
ENSG00000135299	ENSMUSG00000040183	ortholog_one2one	ENSACAG00000014451	ortholog_one2one	ANKRD6
ENSG00000178764	ENSMUSG00000071757	ortholog_one2one	ENSACAG00000009402	ortholog_one2one	ZHX2
ENSG00000198815	ENSMUSG00000032998	ortholog_one2one			FOXJ3
ENSG00000126804	ENSMUSG00000033454	ortholog_one2one	ENSACAG00000015782	ortholog_one2one	ZBTB1
ENSG00000176165	ENSMUSG00000020950	ortholog_one2many	ENSACAG00000016052	ortholog_one2one	FOXG1
ENSG00000176165	ENSMUSG00000089922	ortholog_one2many	ENSACAG00000016052	ortholog_one2one	FOXG1
ENSG00000118217	ENSMUSG00000026663	ortholog_one2one	ENSACAG00000001336	ortholog_one2one	ATF6
ENSG00000130956	ENSMUSG00000021476	ortholog_one2one	ENSACAG00000012890	ortholog_one2one	HABP4
ENSG00000283100					SIRT2
ENSG00000068903	ENSMUSG00000015149	ortholog_one2one	ENSACAG00000009583	ortholog_one2one	SIRT2
ENSG00000118985	ENSMUSG00000001542	ortholog_one2one	ENSACAG00000012873	ortholog_one2one	ELL2
ENSG00000100603	ENSMUSG00000021039	ortholog_one2one	ENSACAG00000017286	ortholog_one2one	SNW1
ENSG00000103241	ENSMUSG00000042812	ortholog_one2one	ENSACAG00000016455	ortholog_one2many	FOXF1
ENSG00000137273	ENSMUSG00000038402	ortholog_one2one	ENSACAG00000016455	ortholog_one2many	FOXF2
ENSG00000119401	ENSMUSG00000051675	ortholog_one2one	ENSACAG00000017954	ortholog_one2one	TRIM32
ENSG00000010803	ENSMUSG00000000085	ortholog_one2one	ENSACAG00000016962	ortholog_one2one	SCMH1
ENSG00000054598	ENSMUSG00000050295	ortholog_one2one	ENSACAG00000008217	ortholog_one2many	FOXC1
ENSG00000251493	ENSMUSG00000078302	ortholog_one2one	ENSACAG00000027419	ortholog_many2many	FOXD1
ENSG00000251493	ENSMUSG00000078302	ortholog_one2one	ENSACAG00000005885	ortholog_many2many	FOXD1
ENSG00000170122	ENSMUSG00000051490	ortholog_one2many	ENSACAG00000008130	ortholog_one2many	FOXD4
ENSG00000151240	ENSMUSG00000048264	ortholog_one2one	ENSACAG00000002493	ortholog_one2one	DIP2C
ENSG00000148843	ENSMUSG00000025047	ortholog_one2one	ENSACAG00000004796	ortholog_one2one	PDCD11
ENSG00000168269	ENSMUSG00000047861	ortholog_one2one	ENSACAG00000015950	ortholog_one2one	FOXI1
ENSG00000173120	ENSMUSG00000054611	ortholog_one2one	ENSACAG00000007630	ortholog_one2one	KDM2A
ENSG00000113716	ENSMUSG00000024622	ortholog_one2one	ENSACAG00000015661	ortholog_one2one	HMGXB3
ENSG00000176678	ENSMUSG00000097084	ortholog_one2one	ENSACAG00000000715	ortholog_one2one	FOXL1
ENSG00000186790	ENSMUSG00000044518	ortholog_one2one			FOXE3
ENSG00000065526	ENSMUSG00000040761	ortholog_one2one	ENSACAG00000013761	ortholog_one2one	SPEN
ENSG00000129654	ENSMUSG00000034227	ortholog_one2one	ENSACAG00000008123	ortholog_one2one	FOXJ1
ENSG00000176692	ENSMUSG00000046714	ortholog_one2one	ENSACAG00000008217	ortholog_one2many	FOXC2
ENSG00000127663	ENSMUSG00000024201	ortholog_one2one	ENSACAG00000008337	ortholog_one2one	KDM4B
ENSG00000188994	ENSMUSG00000039967	ortholog_one2one	ENSACAG00000015199	ortholog_one2one	ZNF292
ENSG00000178919	ENSMUSG00000070990	ortholog_one2one	ENSACAG00000009553	ortholog_one2one	FOXE1
ENSG00000186487	ENSMUSG00000061911	ortholog_one2one	ENSACAG00000005667	ortholog_one2one	MYT1L
ENSG00000111206	ENSMUSG00000001517	ortholog_one2one	ENSACAG00000015333	ortholog_one2one	FOXM1
ENSG00000174306	ENSMUSG00000035877	ortholog_one2one	ENSACAG00000011460	ortholog_one2one	ZHX3
ENSG00000198646	ENSMUSG00000038369	ortholog_one2one	ENSACAG00000009455	ortholog_one2one	NCOA6
ENSG00000186564	ENSMUSG00000055210	ortholog_one2one	ENSACAG00000027419	ortholog_many2many	FOXD2
ENSG00000186564	ENSMUSG00000055210	ortholog_one2one	ENSACAG00000005885	ortholog_many2many	FOXD2
ENSG00000179772	ENSMUSG00000074676	ortholog_one2one	ENSACAG00000004048	ortholog_one2one	FOXS1
ENSG00000150907	ENSMUSG00000044167	ortholog_one2one	ENSACAG00000016628	ortholog_one2one	FOXO1
ENSG00000282960	ENSMUSG00000028397	ortholog_one2many	ENSACAG00000004592	ortholog_one2many	AL513412.1
ENSG00000107077	ENSMUSG00000028397	ortholog_one2many	ENSACAG00000004592	ortholog_one2many	KDM4C
ENSG00000118689	ENSMUSG00000048756	ortholog_one2one			FOXO3
ENSG00000102935	ENSMUSG00000045333	ortholog_one2one	ENSACAG00000013803	ortholog_one2one	ZNF423
ENSG00000169155	ENSMUSG00000026788	ortholog_one2one	ENSACAG00000004731	ortholog_one2one	ZBTB43
ENSG00000167202	ENSMUSG00000037410	ortholog_one2one	ENSACAG00000015337	ortholog_one2one	TBC1D2B
ENSG00000169635	ENSMUSG00000050240	ortholog_one2one			HIC2
ENSG00000151702	ENSMUSG00000016087	ortholog_one2one	ENSACAG00000016270	ortholog_one2one	FLI1
ENSG00000172943	ENSMUSG00000023350	ortholog_one2many	ENSACAG00000011904	ortholog_one2one	PHF8
ENSG00000172943	ENSMUSG00000041229	ortholog_one2many	ENSACAG00000011904	ortholog_one2one	PHF8
ENSG00000079432	ENSMUSG00000005442	ortholog_one2one			CIC
ENSG00000130749	ENSMUSG00000059273	ortholog_one2one	ENSACAG00000003986	ortholog_one2one	ZC3H4
ENSG00000064999	ENSMUSG00000024219	ortholog_one2one	ENSACAG00000001592	ortholog_one2one	ANKS1A
ENSG00000127511	ENSMUSG00000031622	ortholog_one2one	ENSACAG00000001811	ortholog_one2one	SIN3B
ENSG00000119042	ENSMUSG00000038331	ortholog_one2one	ENSACAG00000009821	ortholog_one2one	SATB2
ENSG00000111249	ENSMUSG00000042589	ortholog_one2one	ENSACAG00000002281	ortholog_one2one	CUX2
ENSG00000102081	ENSMUSG00000000838	ortholog_one2one	ENSACAG00000007899	ortholog_one2one	FMR1
ENSG00000043143	ENSMUSG00000020387	ortholog_one2one	ENSACAG00000001897	ortholog_one2one	JADE2
ENSG00000105662	ENSMUSG00000003575	ortholog_one2one			CRTC1
ENSG00000101126	ENSMUSG00000051149	ortholog_one2one			ADNP
ENSG00000124523	ENSMUSG00000054021	ortholog_one2one	ENSACAG00000003538	ortholog_one2one	SIRT5
ENSG00000089163	ENSMUSG00000029524	ortholog_one2one	ENSACAG00000002657	ortholog_one2one	SIRT4
ENSG00000142082	ENSMUSG00000025486	ortholog_one2one	ENSACAG00000017510	ortholog_one2one	SIRT3
ENSG00000096717	ENSMUSG00000020063	ortholog_one2one	ENSACAG00000010558	ortholog_one2one	SIRT1
ENSG00000169946	ENSMUSG00000022306	ortholog_one2one	ENSACAG00000009858	ortholog_one2one	ZFPM2
ENSG00000281766					RYBP
ENSG00000163602	ENSMUSG00000072872	ortholog_one2one	ENSACAG00000014789	ortholog_one2one	RYBP
ENSG00000120948	ENSMUSG00000041459	ortholog_one2one			TARDBP
ENSG00000164683	ENSMUSG00000040289	ortholog_one2one	ENSACAG00000013410	ortholog_one2one	HEY1
ENSG00000183741	ENSMUSG00000089715	ortholog_one2one			CBX6
ENSG00000118482	ENSMUSG00000048874	ortholog_one2one	ENSACAG00000009258	ortholog_one2one	PHF3
ENSG00000100307	ENSMUSG00000053411	ortholog_one2one	ENSACAG00000007796	ortholog_one2one	CBX7
ENSG00000135547	ENSMUSG00000019789	ortholog_one2one	ENSACAG00000001813	ortholog_one2one	HEY2
ENSG00000178691	ENSMUSG00000017548	ortholog_one2one	ENSACAG00000009504	ortholog_one2one	SUZ12
ENSG00000281813					KAT6B
ENSG00000156650	ENSMUSG00000021767	ortholog_one2one	ENSACAG00000008709	ortholog_one2one	KAT6B
ENSG00000162702	ENSMUSG00000041483	ortholog_one2one	ENSACAG00000006286	ortholog_one2one	ZNF281
ENSG00000170345	ENSMUSG00000021250	ortholog_one2one	ENSACAG00000016921	ortholog_one2one	FOS
ENSG00000125740	ENSMUSG00000003545	ortholog_one2one	ENSACAG00000007426	ortholog_one2one	FOSB
ENSG00000100003	ENSMUSG00000003585	ortholog_one2one	ENSACAG00000009521	ortholog_one2many	SEC14L2
ENSG00000100320	ENSMUSG00000033565	ortholog_one2one	ENSACAG00000016535	ortholog_one2one	RBFOX2
ENSG00000277564					RBFOX2
ENSG00000075426	ENSMUSG00000029135	ortholog_one2one	ENSACAG00000009506	ortholog_one2one	FOSL2
ENSG00000100105	ENSMUSG00000020453	ortholog_one2one			PATZ1
ENSG00000269699			ENSACAG00000023124	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000025321	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000023239	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000026848	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000024210	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000027246	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000027528	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000023395	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000026879	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000025667	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000025114	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000022603	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000027577	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000027143	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000025247	ortholog_many2many	ZIM2
ENSG00000269699			ENSACAG00000024581	ortholog_many2many	ZIM2
ENSG00000054796	ENSMUSG00000005883	ortholog_one2one			SPO11
ENSG00000145687	ENSMUSG00000003992	ortholog_one2one	ENSACAG00000029227	ortholog_one2one	SSBP2
ENSG00000157216	ENSMUSG00000061887	ortholog_one2one	ENSACAG00000014204	ortholog_one2one	SSBP3
ENSG00000137699	ENSMUSG00000032013	ortholog_one2one	ENSACAG00000003480	ortholog_one2one	TRIM29
ENSG00000196652	ENSMUSG00000055991	ortholog_one2one	ENSACAG00000022914	ortholog_many2many	ZKSCAN5
ENSG00000196652	ENSMUSG00000055991	ortholog_one2one	ENSACAG00000026755	ortholog_many2many	ZKSCAN5
ENSG00000185022	ENSMUSG00000042622	ortholog_one2one	ENSACAG00000008424	ortholog_one2one	MAFF
ENSG00000100425	ENSMUSG00000022387	ortholog_one2one	ENSACAG00000009136	ortholog_one2one	BRD1
ENSG00000170162	ENSMUSG00000049641	ortholog_one2one	ENSACAG00000014238	ortholog_one2one	VGLL2
ENSG00000138767	ENSMUSG00000034724	ortholog_one2one	ENSACAG00000012099	ortholog_one2one	CNOT6L
ENSG00000228049			ENSACAG00000000251	ortholog_one2many	POLR2J2
ENSG00000116833	ENSMUSG00000026398	ortholog_one2one	ENSACAG00000006301	ortholog_one2one	NR5A2
ENSG00000097007	ENSMUSG00000026842	ortholog_one2one	ENSACAG00000016905	ortholog_one2one	ABL1
ENSG00000136931	ENSMUSG00000026751	ortholog_one2one	ENSACAG00000009330	ortholog_one2one	NR5A1
ENSG00000089280	ENSMUSG00000030795	ortholog_one2one	ENSACAG00000006776	ortholog_one2one	FUS
ENSG00000186496			ENSACAG00000022914	ortholog_many2many	ZNF396
ENSG00000186496			ENSACAG00000026755	ortholog_many2many	ZNF396
ENSG00000154328	ENSMUSG00000035121	ortholog_one2one	ENSACAG00000001895	ortholog_one2one	NEIL2
ENSG00000177311	ENSMUSG00000040433	ortholog_one2one	ENSACAG00000005397	ortholog_one2one	ZBTB38
ENSG00000108001	ENSMUSG00000010476	ortholog_one2one	ENSACAG00000008590	ortholog_one2one	EBF3
ENSG00000178177	ENSMUSG00000015882	ortholog_one2one	ENSACAG00000002012	ortholog_one2one	LCORL
ENSG00000111877	ENSMUSG00000058298	ortholog_one2one	ENSACAG00000017689	ortholog_one2one	MCM9
ENSG00000196419	ENSMUSG00000022471	ortholog_one2one	ENSACAG00000004508	ortholog_one2one	XRCC6
ENSG00000154727	ENSMUSG00000008976	ortholog_one2one	ENSACAG00000014800	ortholog_one2one	GABPA
ENSG00000104064	ENSMUSG00000027361	ortholog_one2one	ENSACAG00000004186	ortholog_one2one	GABPB1
ENSG00000161940	ENSMUSG00000000317	ortholog_one2one			BCL6B
ENSG00000121406					ZNF549
ENSG00000168267	ENSMUSG00000026735	ortholog_one2one	ENSACAG00000008717	ortholog_one2one	PTF1A
ENSG00000156150	ENSMUSG00000014603	ortholog_one2one			ALX3
ENSG00000146414	ENSMUSG00000090112	ortholog_one2one	ENSACAG00000007386	ortholog_one2one	SHPRH
ENSG00000054611	ENSMUSG00000051864	ortholog_one2one	ENSACAG00000004028	ortholog_one2one	TBC1D22A
ENSG00000283460	ENSMUSG00000078773	ortholog_one2many	ENSACAG00000003671	ortholog_one2many	RAD54B
ENSG00000197275	ENSMUSG00000078773	ortholog_one2many	ENSACAG00000003671	ortholog_one2many	RAD54B
ENSG00000100225	ENSMUSG00000001786	ortholog_one2one	ENSACAG00000014762	ortholog_one2one	FBXO7
ENSG00000083812	ENSMUSG00000004500	ortholog_one2many	ENSACAG00000007411	ortholog_many2many	ZNF324
ENSG00000083812	ENSMUSG00000004500	ortholog_one2many	ENSACAG00000017449	ortholog_many2many	ZNF324
ENSG00000124664	ENSMUSG00000024215	ortholog_one2one	ENSACAG00000015770	ortholog_one2one	SPDEF
ENSG00000116035	ENSMUSG00000034777	ortholog_one2one	ENSACAG00000011164	ortholog_one2one	VAX2
ENSG00000151014	ENSMUSG00000023087	ortholog_one2one	ENSACAG00000001961	ortholog_one2one	NOCT
ENSG00000137709	ENSMUSG00000032015	ortholog_one2one	ENSACAG00000003384	ortholog_one2one	POU2F3
ENSG00000251247					ZNF345
ENSG00000068654	ENSMUSG00000049553	ortholog_one2one	ENSACAG00000012141	ortholog_one2one	POLR1A
ENSG00000142528	ENSMUSG00000048012	ortholog_one2one			ZNF473
ENSG00000034677	ENSMUSG00000022280	ortholog_one2one	ENSACAG00000016401	ortholog_one2one	RNF19A
ENSG00000153207	ENSMUSG00000026491	ortholog_one2one	ENSACAG00000000397	ortholog_one2one	AHCTF1
ENSG00000188986	ENSMUSG00000013465	ortholog_one2one	ENSACAG00000012467	ortholog_one2one	NELFB
ENSG00000018408	ENSMUSG00000027803	ortholog_one2one	ENSACAG00000007527	ortholog_one2one	WWTR1
ENSG00000169375	ENSMUSG00000042557	ortholog_one2one	ENSACAG00000005871	ortholog_one2one	SIN3A
ENSG00000161642	ENSMUSG00000000552	ortholog_one2one	ENSACAG00000007594	ortholog_one2one	ZNF385A
ENSG00000197256	ENSMUSG00000032194	ortholog_one2one	ENSACAG00000016624	ortholog_one2many	KANK2
ENSG00000197256	ENSMUSG00000032194	ortholog_one2one	ENSACAG00000004484	ortholog_one2many	KANK2
ENSG00000172273	ENSMUSG00000032119	ortholog_one2one	ENSACAG00000002495	ortholog_one2one	HINFP
ENSG00000036549	ENSMUSG00000039068	ortholog_one2one	ENSACAG00000006005	ortholog_one2one	ZZZ3
ENSG00000185513	ENSMUSG00000035576	ortholog_one2one	ENSACAG00000002143	ortholog_one2one	L3MBTL1
ENSG00000112200	ENSMUSG00000042197	ortholog_one2one	ENSACAG00000006590	ortholog_one2one	ZNF451
ENSG00000116254	ENSMUSG00000005045	ortholog_one2one	ENSACAG00000002441	ortholog_one2one	CHD5
ENSG00000184402	ENSMUSG00000039086	ortholog_one2one	ENSACAG00000016087	ortholog_one2one	SS18L1
ENSG00000152217	ENSMUSG00000024548	ortholog_one2one	ENSACAG00000013045	ortholog_one2one	SETBP1
ENSG00000103199			ENSACAG00000022907	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000028022	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000029565	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000007826	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000006825	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000026315	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000028305	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000026969	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000027551	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000028206	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000029105	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000002856	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000026740	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000029589	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000027940	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000027861	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000023927	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000029154	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000027589	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000010730	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000028824	ortholog_one2many	ZNF500
ENSG00000103199			ENSACAG00000008675	ortholog_one2many	ZNF500
ENSG00000039560	ENSMUSG00000022246	ortholog_one2one	ENSACAG00000008462	ortholog_one2one	RAI14
ENSG00000171016	ENSMUSG00000034910	ortholog_one2one			PYGO1
ENSG00000181722	ENSMUSG00000022708	ortholog_one2one	ENSACAG00000009851	ortholog_one2one	ZBTB20
ENSG00000170604	ENSMUSG00000044030	ortholog_one2one	ENSACAG00000007842	ortholog_one2one	IRF2BP1
ENSG00000119403	ENSMUSG00000026873	ortholog_one2one	ENSACAG00000004082	ortholog_one2one	PHF19
ENSG00000130684	ENSMUSG00000050954	ortholog_one2one	ENSACAG00000027993	ortholog_one2one	ZNF337
ENSG00000101216	ENSMUSG00000038705	ortholog_one2one	ENSACAG00000011613	ortholog_one2one	GMEB2
ENSG00000102145	ENSMUSG00000031162	ortholog_one2one	ENSACAG00000007871	ortholog_one2one	GATA1
ENSG00000179348	ENSMUSG00000015053	ortholog_one2one	ENSACAG00000005811	ortholog_one2one	GATA2
ENSG00000107485	ENSMUSG00000015619	ortholog_one2one	ENSACAG00000009109	ortholog_one2one	GATA3
ENSG00000136327	ENSMUSG00000058669	ortholog_one2one			NKX2-8
ENSG00000136574	ENSMUSG00000021944	ortholog_one2one	ENSACAG00000001912	ortholog_one2one	GATA4
ENSG00000141448	ENSMUSG00000005836	ortholog_one2one	ENSACAG00000007786	ortholog_one2one	GATA6
ENSG00000165887	ENSMUSG00000025172	ortholog_one2one	ENSACAG00000002790	ortholog_one2one	ANKRD2
ENSG00000214114	ENSMUSG00000028647	ortholog_one2many	ENSACAG00000016991	ortholog_one2many	MYCBP
ENSG00000135373	ENSMUSG00000012350	ortholog_one2one	ENSACAG00000028492	ortholog_one2one	EHF
ENSG00000168505	ENSMUSG00000034486	ortholog_one2one	ENSACAG00000010361	ortholog_one2one	GBX2
ENSG00000106852	ENSMUSG00000026890	ortholog_one2one			LHX6
ENSG00000176046	ENSMUSG00000030717	ortholog_one2one			NUPR1
ENSG00000163909	ENSMUSG00000032744	ortholog_one2one			HEYL
ENSG00000276072					AATF
ENSG00000275700	ENSMUSG00000018697	ortholog_one2one	ENSACAG00000002435	ortholog_one2one	AATF
ENSG00000162676	ENSMUSG00000029275	ortholog_one2one	ENSACAG00000004498	ortholog_one2one	GFI1
ENSG00000105856	ENSMUSG00000002996	ortholog_one2one	ENSACAG00000015023	ortholog_one2one	HBP1
ENSG00000267508			ENSACAG00000024878	ortholog_one2many	ZNF285
ENSG00000105821	ENSMUSG00000029014	ortholog_one2one	ENSACAG00000006548	ortholog_one2one	DNAJC2
ENSG00000187140	ENSMUSG00000067261	ortholog_one2one	ENSACAG00000022097	ortholog_one2one	FOXD3
ENSG00000171956	ENSMUSG00000059246	ortholog_one2one			FOXB1
ENSG00000011590	ENSMUSG00000006310	ortholog_one2one			ZBTB32
ENSG00000197157	ENSMUSG00000001424	ortholog_one2one	ENSACAG00000007463	ortholog_one2one	SND1
ENSG00000148677	ENSMUSG00000024803	ortholog_one2one	ENSACAG00000007919	ortholog_one2one	ANKRD1
ENSG00000114861	ENSMUSG00000030067	ortholog_one2one	ENSACAG00000013683	ortholog_one2one	FOXP1
ENSG00000135801	ENSMUSG00000038697	ortholog_one2one	ENSACAG00000001237	ortholog_one2one	TAF5L
ENSG00000066422	ENSMUSG00000022601	ortholog_one2one	ENSACAG00000011934	ortholog_one2one	ZBTB11
ENSG00000072364	ENSMUSG00000049470	ortholog_one2one	ENSACAG00000022605	ortholog_one2one	AFF4
ENSG00000096070	ENSMUSG00000063952	ortholog_one2one	ENSACAG00000016890	ortholog_one2one	BRPF3
ENSG00000263310					SALL3
ENSG00000277015					SALL3
ENSG00000256463	ENSMUSG00000024565	ortholog_one2one	ENSACAG00000000478	ortholog_one2one	SALL3
ENSG00000172346	ENSMUSG00000042109	ortholog_one2one	ENSACAG00000004668	ortholog_one2one	CSDC2
ENSG00000151650			ENSACAG00000006023	ortholog_one2many	VENTX
ENSG00000151650			ENSACAG00000024721	ortholog_one2many	VENTX
ENSG00000170748	ENSMUSG00000073894	ortholog_one2many	ENSACAG00000009551	ortholog_one2many	RBMXL2
ENSG00000198131					ZNF544
ENSG00000147274	ENSMUSG00000037070	ortholog_one2one			RBMX
ENSG00000103460	ENSMUSG00000043668	ortholog_one2one	ENSACAG00000012303	ortholog_one2one	TOX3
ENSG00000075292	ENSMUSG00000030016	ortholog_one2one	ENSACAG00000010581	ortholog_one2one	ZNF638
ENSG00000102241	ENSMUSG00000067873	ortholog_one2one	ENSACAG00000009346	ortholog_one2one	HTATSF1
ENSG00000111087	ENSMUSG00000025407	ortholog_one2one			GLI1
ENSG00000074047	ENSMUSG00000048402	ortholog_one2one	ENSACAG00000004133	ortholog_one2one	GLI2
ENSG00000106571	ENSMUSG00000021318	ortholog_one2one	ENSACAG00000017547	ortholog_one2one	GLI3
ENSG00000250571			ENSACAG00000024559	ortholog_one2many	GLI4
ENSG00000136717	ENSMUSG00000024381	ortholog_one2one	ENSACAG00000010082	ortholog_one2one	BIN1
ENSG00000235178					ZNF311
ENSG00000223687					ZNF311
ENSG00000225351					ZNF311
ENSG00000233831					ZNF311
ENSG00000169260					ZNF311
ENSG00000235589					ZNF311
