am_gene_id	length_am
AMISG002904	1276
AMISG002905	627
AMISG002906	2860
AMISG002907	1069
AMISG002908	676
AMISG002909	1186
AMISG002910	1649
AMISG002911	2031
AMISG002912	1346
AMISG002913	1143
AMISG002914	1338
AMISG002915	632
AMISG002916	993
AMISG002917	2278
AMISG002918	1516
AMISG002919	1266
AMISG002920	1022.5
AMISG002921	2002
AMISG002922	1845
AMISG002923	4341.5
AMISG002924	691
AMISG002925	844
AMISG002926	1309
AMISG002927	3349
AMISG002928	1265
AMISG002929	2149
AMISG002930	1271
AMISG002931	735
AMISG002932	936
AMISG002933	6946
AMISG002934	4549.5
AMISG002935	605
AMISG002936	881
AMISG002937	1206
AMISG002938	1381
AMISG002939	1462
AMISG002940	1900
AMISG002941	1410
AMISG002942	1285
AMISG002943	1935.5
AMISG002944	1662
AMISG002945	595
AMISG002946	1515
AMISG002947	2525
AMISG002948	2177
AMISG002949	646
AMISG002950	2810
AMISG002951	2249
AMISG002952	875
AMISG002953	2237
AMISG002954	1080
AMISG002955	794.5
AMISG002956	1192
AMISG002957	1276
AMISG002958	1179
AMISG002959	608
AMISG002960	663
AMISG002961	1542
AMISG002962	758
AMISG002963	1785
AMISG002964	770
AMISG002965	8349
AMISG002966	2655
AMISG002967	1262
AMISG002968	998
AMISG002969	1843
AMISG002970	1916
AMISG002971	2086
AMISG002972	4108
AMISG002973	1295
AMISG002974	941
AMISG002975	1548
AMISG002976	2006
AMISG002977	545
AMISG002978	1577
AMISG002979	1275
AMISG002980	1344
AMISG002981	1789
AMISG002982	1443
AMISG002983	1143.5
AMISG002984	1478.5
AMISG002985	1448
AMISG002986	669
AMISG002987	719
AMISG002988	1246
AMISG002989	2275
AMISG002990	3623.5
AMISG002991	1499
AMISG002992	3985.5
AMISG002993	525
AMISG002994	2190
AMISG002995	1054
AMISG002996	1336.5
AMISG002997	1023
AMISG002998	840
AMISG002999	2706
AMISG003000	1152
AMISG003001	2141
AMISG003002	2552
AMISG003003	762
AMISG003004	633
AMISG003005	1038
AMISG003006	1428
AMISG003007	2914
AMISG003008	450
AMISG003009	2172
AMISG003010	2193
AMISG003011	524
AMISG003012	837
AMISG003013	5633
AMISG003014	4408
AMISG003015	1330
AMISG003016	540
AMISG003017	1583
AMISG003018	1370
AMISG003019	3381.5
AMISG003020	1833
AMISG003021	1754
AMISG003022	1188.5
AMISG003023	2808
AMISG003024	3762
AMISG003025	1062
AMISG003026	2471
AMISG003027	988
AMISG003028	3613
AMISG003029	795
AMISG003030	1927
AMISG003031	606
AMISG003032	2211.5
AMISG003033	4265
AMISG003034	1313
AMISG003035	769
AMISG003036	1649
AMISG003037	1827
AMISG003038	1556
AMISG003039	3143
AMISG003040	579
AMISG003041	1845
AMISG003042	1114
AMISG003043	917
AMISG003044	4685
AMISG003045	1799
AMISG003046	3017
AMISG003047	1714.5
AMISG003048	2189.5
AMISG003049	1262
AMISG003050	2317
AMISG003051	1778
AMISG003052	1768
AMISG003053	1244
AMISG003054	1955.5
AMISG003055	2116
AMISG003056	956
AMISG003057	1622
AMISG003058	1056
AMISG003059	2218
AMISG003060	517
AMISG003061	970
AMISG003062	1372.5
AMISG003063	689
AMISG003064	461
AMISG003065	1204
AMISG003066	1033
AMISG003067	557
AMISG003068	644
AMISG003069	1653
AMISG003070	1598
AMISG003071	3883
AMISG003072	2934
AMISG003073	1392
AMISG003074	1216
AMISG003075	2687
AMISG003076	837
AMISG003077	3294
AMISG003078	1135.5
AMISG003079	607
AMISG003080	1897
AMISG003081	365
AMISG003082	1714.5
AMISG003083	3114
AMISG003084	1330
AMISG003085	710
AMISG003086	3176
AMISG003087	521
AMISG003088	1795
AMISG003089	1047
AMISG003090	1365
AMISG003091	466
AMISG003092	2605
AMISG003093	810
AMISG003094	2667
AMISG003095	1016
AMISG003096	898
AMISG003097	737
AMISG003098	4369
AMISG003099	1538
AMISG003100	1231
AMISG003101	3038
AMISG003102	1224
AMISG003103	2638
AMISG003104	1754
AMISG003105	1044.5
AMISG003106	1024
AMISG003107	471
AMISG003108	2166
AMISG003109	1579
AMISG003110	2146
AMISG003111	1015
AMISG003112	1940
AMISG003113	1302
AMISG003114	1475
AMISG003115	3943
AMISG003116	3225
AMISG003117	2920
AMISG003118	3182
AMISG003119	560
AMISG003120	2787.5
AMISG003121	2185
AMISG003122	732
AMISG003123	967
AMISG003124	1854
AMISG003125	2724
AMISG003126	5929
AMISG003127	554
AMISG003128	1293
AMISG003129	547
AMISG003130	1637
AMISG003131	1856
AMISG003132	1085
AMISG003133	1870
AMISG003134	1215
AMISG003135	2617
AMISG003136	890
AMISG003137	789
AMISG003138	1504
AMISG003139	1071
AMISG003140	1708.5
AMISG003141	1088
AMISG003142	3561
AMISG003143	3670
AMISG003144	2110
AMISG003145	557
AMISG003146	547
AMISG003147	483
AMISG003148	1787
AMISG003149	349
AMISG003150	3839
AMISG003151	3113
AMISG003152	1420
AMISG003153	3826
AMISG003154	1606
AMISG003155	1374
AMISG003156	3343.5
AMISG003157	573
AMISG003158	391
AMISG003159	6564
AMISG003160	2459.5
AMISG003161	540
AMISG003162	2196.5
AMISG003163	1707
AMISG003164	1355
AMISG003165	406
AMISG003166	1337
AMISG003167	2317
AMISG003168	551.5
AMISG003169	1271
AMISG003170	1347
AMISG003171	650
AMISG003172	1807
AMISG003173	863
AMISG003174	652
AMISG003175	1509
AMISG003176	450
AMISG003177	703
AMISG003178	8572
AMISG003179	704
AMISG003180	1781
AMISG003181	1287
AMISG003182	1599
AMISG003183	1394.5
AMISG003184	719
AMISG003185	1115
AMISG003186	3293
AMISG003187	4203
AMISG003188	2532
AMISG003189	6041
AMISG003190	1004
AMISG003191	2775
AMISG003192	1212
AMISG003193	865
AMISG003194	1509.5
AMISG003195	956
AMISG003196	464
AMISG003197	1281
AMISG003198	1388
AMISG003199	1337
AMISG003200	727
AMISG003201	1185
AMISG003202	2019
AMISG003203	1405
AMISG003204	1359
AMISG003205	1750
AMISG003206	488
AMISG003207	1533
AMISG003208	1519
AMISG003209	4336
AMISG003210	982
AMISG003211	2502
AMISG003212	810
AMISG003213	3540
AMISG003214	2003
AMISG003215	1589
AMISG003216	1066
AMISG003217	1149
AMISG003218	4178.5
AMISG003219	2303
AMISG003220	2669
AMISG003221	1203.5
AMISG003222	1859
AMISG003223	1607
AMISG003224	1529
AMISG003225	649
AMISG003226	2072
AMISG003227	5349
AMISG003228	740
AMISG003229	879
AMISG003230	1260
AMISG003231	740
AMISG003232	609
AMISG003233	884
AMISG003234	1901
AMISG003235	919
AMISG003236	572
AMISG003237	980
AMISG003238	659
AMISG003239	1504
AMISG003240	1114
AMISG003241	1050
AMISG003242	699
AMISG003243	1117
AMISG003244	839
AMISG003245	751
AMISG003246	1156
AMISG003247	520
AMISG003248	2071
AMISG003249	974
AMISG003250	472
AMISG003251	2831
AMISG003252	11763
AMISG003253	3339
AMISG003254	1194.5
AMISG003255	516
AMISG003256	520
AMISG003257	4431.5
AMISG003258	4672
AMISG003259	775
AMISG003260	859
AMISG003261	1208
AMISG003262	1657
AMISG003263	6122
AMISG003264	1336
AMISG003265	1088
AMISG003266	2953
AMISG003267	1657.5
AMISG003268	4322
AMISG003269	9346
AMISG003270	2158
AMISG003271	2079
AMISG003272	2443
AMISG003273	2132
AMISG003274	1142
AMISG003275	1104.5
AMISG003276	1676
AMISG003277	624
AMISG003278	2082
AMISG003279	5161
AMISG003280	2264
AMISG003281	1859.5
AMISG003282	3135
AMISG003283	2036
AMISG003284	1326
AMISG003285	1371
AMISG003286	2873
AMISG003287	3972.5
AMISG003288	2747
AMISG003289	2691
AMISG003290	2378
AMISG003291	951
AMISG003292	1165
AMISG003293	847
AMISG003294	4598
AMISG003295	2006
AMISG003296	1260
AMISG003297	3134.5
AMISG003298	2975
AMISG003299	532
AMISG003300	880
AMISG003301	1692
AMISG003302	1632
AMISG003303	649
AMISG003304	1001
AMISG003305	2995
AMISG003306	1018
AMISG003307	2761.5
AMISG003308	455
AMISG003309	1622.5
AMISG003310	1863
AMISG003311	1817
AMISG003312	2508.5
AMISG003313	1458
AMISG003314	3165
AMISG003315	1918
AMISG003316	2145
AMISG003317	2887
AMISG003318	8994
AMISG003319	2012
AMISG003320	1508.5
AMISG003321	1200
AMISG003322	4300
AMISG003323	2681.5
AMISG003324	2232
AMISG003325	945
AMISG003326	1897
AMISG003327	2880
AMISG003328	1643
AMISG003329	6390
AMISG003330	756
AMISG003331	1054
AMISG003332	543
AMISG003333	2046.5
AMISG003334	2146
AMISG003335	4101
AMISG003336	1256
AMISG003337	1678
AMISG003338	587
AMISG003339	3251
AMISG003340	3195.5
AMISG003341	466
AMISG003342	1338
AMISG003343	889
AMISG003344	1799
AMISG003345	1133
AMISG003346	1262
AMISG003347	5126
AMISG003348	662
AMISG003349	566
AMISG003350	713
AMISG003351	1719
AMISG003352	2189.5
AMISG003353	1209
AMISG003354	953.5
AMISG003355	1048
AMISG003356	743
AMISG003357	1719
AMISG003358	3597
AMISG003359	1694
AMISG003360	959
AMISG003361	2164
AMISG003362	1827
AMISG003363	1713
AMISG003364	2042.5
AMISG003365	626
AMISG003366	1810
AMISG003367	1039
AMISG003368	982
AMISG003369	1371
AMISG003370	8030
AMISG003371	1319
AMISG003372	772
AMISG003373	1375
AMISG003374	1363
AMISG003375	1423.5
AMISG003376	719
AMISG003377	774
AMISG003378	2012
AMISG003379	1762
AMISG003380	2428
AMISG003381	1116
AMISG003382	1590
AMISG003383	3435
AMISG003384	1462
AMISG003385	498
AMISG003386	902
AMISG003387	2245.5
AMISG003388	3433
AMISG003389	2479
AMISG003390	1442.5
AMISG003391	474
AMISG003392	527
AMISG003393	1948
AMISG003394	740
AMISG003395	2535
AMISG003396	4504
AMISG003397	1006
AMISG003398	1912
AMISG003399	2723.5
AMISG003400	1064
AMISG003401	2103.5
AMISG003402	667
AMISG003403	705
AMISG003404	1549
AMISG003405	2506
AMISG003406	7151
AMISG003407	423
AMISG003408	2343
AMISG003409	1310
AMISG003410	2543
AMISG003411	1727
AMISG003412	936
AMISG003413	965
AMISG003414	987.5
AMISG003415	1794
AMISG003416	1670
AMISG003417	2363
AMISG003418	886
AMISG003419	1216
AMISG003420	505
AMISG003421	800
AMISG003422	1756
AMISG003423	1814
AMISG003424	3047
AMISG003425	10582
AMISG003426	1363
AMISG003427	556
AMISG003428	2040.5
AMISG003429	825
AMISG003430	1515
AMISG003431	595
AMISG003432	3203
AMISG003433	838
AMISG003434	892
AMISG003435	919
AMISG003436	3081.5
AMISG003437	548
AMISG003438	665
AMISG003439	1440
AMISG003440	889
AMISG003441	895
AMISG003442	1928
AMISG003443	1455
AMISG003444	1834
AMISG003445	2937
AMISG003446	976
AMISG003447	536
AMISG003448	480
AMISG003449	1835
AMISG003450	1546
AMISG003451	490
AMISG003452	1398
AMISG003453	2640
AMISG003454	841
AMISG003455	1361
AMISG003456	1565
AMISG003457	699
AMISG003458	966
AMISG003459	2479
AMISG003460	1309
AMISG003461	1633
AMISG003462	1541
AMISG003463	617
AMISG003464	1356.5
AMISG003465	1421
AMISG003466	1216
AMISG003467	1716
AMISG003468	622
AMISG003469	1488
AMISG003470	5146
AMISG003471	2673
AMISG003472	1716
AMISG003473	560
AMISG003474	1515
AMISG003475	693
AMISG003476	4954
AMISG003477	1333
AMISG003478	919
AMISG003479	1201
AMISG003480	609
AMISG003481	685
AMISG003482	2163
AMISG003483	1024
AMISG003484	1009
AMISG003485	1392
AMISG003486	1954
AMISG003487	3722
AMISG003488	4707
AMISG003489	965
AMISG003490	2006
AMISG003491	1829
AMISG003492	1533
AMISG003493	1537
AMISG003494	1437.5
AMISG003495	700
AMISG003496	1782
AMISG003497	712
AMISG003498	2854
AMISG003499	611
AMISG003500	964
AMISG003501	1387
AMISG003502	1182
AMISG003503	3098.5
AMISG003504	1336
AMISG003505	1162
AMISG003506	4280.5
AMISG003507	769
AMISG003508	2401
AMISG003509	1565
AMISG003510	939
AMISG003511	1779
AMISG003512	2378
AMISG003513	3176
AMISG003514	3539
AMISG003515	1336
AMISG003516	763
AMISG003517	795
AMISG003518	4564
AMISG003519	3452
AMISG003520	1940
AMISG003521	1152
AMISG003522	1467
AMISG003523	1297
AMISG003524	474
AMISG003525	2390
AMISG003526	3020
AMISG003527	1767
AMISG003528	3563
AMISG003529	4239
AMISG003530	2710
AMISG003531	1924
AMISG003532	792
AMISG003533	403
AMISG003534	1156
AMISG003535	1962
AMISG003536	550
AMISG003537	7004
AMISG003538	1134
AMISG003539	4135.5
AMISG003540	2292
AMISG003541	1974
AMISG003542	1229
AMISG003543	4602.5
AMISG003544	1352
AMISG003545	1268.5
AMISG003546	2241.5
AMISG003547	732
AMISG003548	4055
AMISG003549	5652
AMISG003550	1023
AMISG003551	3417
AMISG003552	1282.5
AMISG003553	1482.5
AMISG003554	529
AMISG003555	1974
AMISG003556	3536
AMISG003557	1656
AMISG003558	1445
AMISG003559	1123
AMISG003560	1867
AMISG003561	1048
AMISG003562	1598
AMISG003563	864
AMISG003564	3656
AMISG003565	1038
AMISG003566	1505
AMISG003567	1098
AMISG003568	3490
AMISG003569	2262
AMISG003570	1383
AMISG003571	1064.5
AMISG003572	1498
AMISG003573	3651
AMISG003574	960
AMISG003575	2373.5
AMISG003576	1579
AMISG003577	2109
AMISG003578	2657
AMISG003579	835
AMISG003580	1784
AMISG003581	1295
AMISG003582	2553
AMISG003583	1395
AMISG003584	2832
AMISG003585	1141
AMISG003586	675
AMISG003587	413
AMISG003588	3082
AMISG003589	3583.5
AMISG003590	1522
AMISG003591	1213.5
AMISG003592	859
AMISG003593	4101
AMISG003594	1486
AMISG003595	1547
AMISG003596	790
AMISG003597	1474
AMISG003598	1106.5
AMISG003599	1025
AMISG003600	1704
AMISG003601	1225
AMISG003602	1337.5
AMISG003603	2631
AMISG003604	3015
AMISG003605	3305
AMISG003606	4189
AMISG003607	2458.5
AMISG003608	2149
AMISG003609	1964
AMISG003610	1738
AMISG003611	1048
AMISG003612	1089
AMISG003613	747
AMISG003614	712
AMISG003615	1332
AMISG003616	978.5
AMISG003617	4186.5
AMISG003618	1424
AMISG003619	2246
AMISG003620	2717
AMISG003621	615
AMISG003622	811
AMISG003623	2318
AMISG003624	1841
AMISG003625	874
AMISG003626	378
AMISG003627	5956
AMISG003628	930
AMISG003629	1385
AMISG003630	2116
AMISG003631	1546
AMISG003632	1719
AMISG003633	7691
AMISG003634	1143
AMISG003635	9976
AMISG003636	1136
AMISG003637	2412
AMISG003638	1514
AMISG003639	905
AMISG003640	1564
AMISG003641	4769
AMISG003642	3469
AMISG003643	1231
AMISG003644	922
AMISG003645	1905
AMISG003646	2271
AMISG003647	4420
AMISG003648	1490
AMISG003649	1504
AMISG003650	837
AMISG003651	1227.5
AMISG003652	2948
AMISG003653	1540
AMISG003654	2708
AMISG003655	1627
AMISG003656	3372.5
AMISG003657	4018
AMISG003658	3718.5
AMISG003659	933
AMISG003660	1263
AMISG003661	589
AMISG003662	3150
AMISG003663	552
AMISG003664	1562
AMISG003665	1840.5
AMISG003666	4413
AMISG003667	2230
AMISG003668	3985.5
AMISG003669	2055
AMISG003670	1014
AMISG003671	4920
AMISG003672	1351
AMISG003673	1165
AMISG003674	1000
AMISG003675	2698
AMISG003676	2320
AMISG003677	1267
AMISG003678	1759
AMISG003679	992
AMISG003680	960
AMISG003681	628
AMISG003682	3528
AMISG003683	576
AMISG003684	2323
AMISG003685	589
AMISG003686	470
AMISG003687	1489
AMISG003688	1133
AMISG003689	716
AMISG003690	1696
AMISG003691	1132
AMISG003692	843
AMISG003693	1226
AMISG003694	1850
AMISG003695	1092
AMISG003696	1963.5
AMISG003697	1119
AMISG003698	1110
AMISG003699	1800
AMISG003700	879
AMISG003701	1503
AMISG003702	2044
AMISG003703	705
AMISG003704	1532.5
AMISG003705	1243
AMISG003706	3889
AMISG003707	969
AMISG003708	1460
AMISG003709	3850
AMISG003710	1745
AMISG003711	868
AMISG003712	2268
AMISG003713	954
AMISG003714	2246
AMISG003715	849
AMISG003716	2365
AMISG003717	633
AMISG003718	5491
AMISG003719	2021.5
AMISG003720	1716
AMISG003721	4503
AMISG003722	1219
AMISG003723	3012
AMISG003724	437
AMISG003725	4206
AMISG003726	2077
AMISG003727	1414
AMISG003728	1188
AMISG003729	1616
AMISG003730	3771.5
AMISG003731	1042
AMISG003732	719
AMISG003733	2827
AMISG003734	1713
AMISG003735	1772
AMISG003736	537
AMISG003737	925
AMISG003738	3208
AMISG003739	1622
AMISG003740	4331
AMISG003741	788
AMISG003742	6872
AMISG003743	4434
AMISG003744	889
AMISG003745	1589
AMISG003746	2584
AMISG003747	3493.5
AMISG003748	2617
AMISG003749	1171
AMISG003750	2163
AMISG003751	833
AMISG003752	758
AMISG003753	2021.5
AMISG003754	1146
AMISG003755	1016
AMISG003756	3375
AMISG003757	991
AMISG003758	2702
AMISG003759	2867
AMISG003760	1231
AMISG003761	2268
AMISG003762	659.5
AMISG003763	1150.5
AMISG003764	1348
AMISG003765	1172
AMISG003766	435
AMISG003767	3368
AMISG003768	3247
AMISG003769	2947
AMISG003770	1469
AMISG003771	1293
AMISG003772	858
AMISG003773	1116
AMISG003774	1401
AMISG003775	1115
AMISG003776	1092
AMISG003777	1001
AMISG003778	604
AMISG003779	2590
AMISG003780	993
AMISG003781	770.5
AMISG003782	3944
AMISG003783	3850
AMISG003784	913
AMISG003785	2250
AMISG003786	1021
AMISG003787	840
AMISG003788	867
AMISG003789	3323
AMISG003790	2103
AMISG003791	8805.5
AMISG003792	1864
AMISG003793	1612
AMISG003794	1513
AMISG003795	2031
AMISG003796	1766.5
AMISG003797	3298.5
AMISG003798	982
AMISG003799	1169
AMISG003800	2429
AMISG003801	1533
AMISG003802	1392
AMISG003803	1570
AMISG003804	1650
AMISG003805	3052
AMISG003806	792
AMISG003807	2160.5
AMISG003808	1189
AMISG003809	2029
AMISG003810	2541.5
AMISG003811	537
AMISG003812	1397
AMISG003813	1841
AMISG003814	1701.5
AMISG003815	3235
AMISG003816	1567
AMISG003817	1546
AMISG003818	584
AMISG003819	2050.5
AMISG003820	6997
AMISG003821	3194
AMISG003822	3577
AMISG003823	1380
AMISG003824	1592
AMISG003825	3429
AMISG003826	2821.5
AMISG003827	851
AMISG003828	1541.5
AMISG003829	1018
AMISG003830	1090
AMISG003831	1558
AMISG003832	540
AMISG003833	3001
AMISG003834	1299
AMISG003835	1295
AMISG003836	1045
AMISG003837	1540.5
AMISG003838	2246
AMISG003839	1049
AMISG003840	3773
AMISG003841	1464
AMISG003842	8662
AMISG003843	966
AMISG003844	1073
AMISG003845	522
AMISG003846	1127.5
AMISG003847	727
AMISG003848	1794
AMISG003849	1486
AMISG003850	2656
AMISG003851	1615
AMISG003852	963
AMISG003853	822
AMISG003854	912
AMISG003855	3955
AMISG003856	1141
AMISG003857	2958
AMISG003858	1093
AMISG003859	2482
AMISG003860	459
AMISG003861	472
AMISG003862	2094
AMISG003863	1988
AMISG003864	669
AMISG003865	790
AMISG003866	635.5
AMISG003867	1862.5
AMISG003868	3358
AMISG003869	1382
AMISG003870	5962.5
AMISG003871	2320
AMISG003872	1203
AMISG003873	1940
AMISG003874	3289
AMISG003875	3505.5
AMISG003876	1634
AMISG003877	3554
AMISG003878	1565
AMISG003879	908
AMISG003880	1521
AMISG003881	1274.5
AMISG003882	1999
AMISG003883	3093
AMISG003884	14225
AMISG003885	1295
AMISG003886	776
AMISG003887	678.5
AMISG003888	1838
AMISG003889	770
AMISG003890	1320
AMISG003891	936
AMISG003892	703.5
AMISG003893	1875
AMISG003894	825.5
AMISG003895	1639.5
AMISG003896	1214.5
AMISG003897	4730
AMISG003898	1463
AMISG003899	1399.5
AMISG003900	1837
AMISG003901	6995
AMISG003902	1809
AMISG003903	6375
AMISG003904	2726
AMISG003905	618
AMISG003906	581
AMISG003907	6435
AMISG003908	1075.5
AMISG003909	5738
AMISG003910	678
AMISG003911	579.5
AMISG003912	1147
AMISG003913	1292
AMISG003914	911
AMISG003915	732
AMISG003916	3369
AMISG003917	944
AMISG003918	607
AMISG003919	471
AMISG003920	764
AMISG003921	1088
AMISG003922	4761
AMISG003923	761
AMISG003924	547
AMISG003925	1973
AMISG003926	948
AMISG003927	915
AMISG003928	900
AMISG003929	2862
AMISG003930	3811
AMISG003931	857
AMISG003932	516
AMISG003933	2034
AMISG003934	937
AMISG003935	2308.5
AMISG003936	1214
AMISG003937	1227.5
AMISG003938	1468
AMISG003939	2682.5
AMISG003940	3976.5
AMISG003941	931
AMISG003942	1163
AMISG003943	2935
AMISG003944	1551
AMISG003945	959
AMISG003946	2457
AMISG003947	5207.5
AMISG003948	861.5
AMISG003949	1708.5
AMISG003950	1829
AMISG003951	2203
AMISG003952	1817
AMISG003953	4690
AMISG003954	7226
AMISG003955	4244
AMISG003956	4502
AMISG003957	911
AMISG003958	975
AMISG003959	1537
AMISG003960	7098
AMISG003961	1282
AMISG003962	774
AMISG003963	1053
AMISG003964	5895
AMISG003965	1640
AMISG003966	5383.5
AMISG003967	862
AMISG003968	494
AMISG003969	1124
AMISG003970	2416
AMISG003971	1516
AMISG003972	1511
AMISG003973	1351
AMISG003974	1902
AMISG003975	1462
AMISG003976	1014
AMISG003977	2125
AMISG003978	1612
AMISG003979	1166
AMISG003980	850
AMISG003981	2842
AMISG003982	3947
AMISG003983	1240
AMISG003984	2066
AMISG003985	1005
AMISG003986	2125.5
AMISG003987	3639.5
AMISG003988	1562
AMISG003989	1394
AMISG003990	3459.5
AMISG003991	1114
AMISG003992	1335
AMISG003993	767.5
AMISG003994	1956
AMISG003995	1813
AMISG003996	2031
AMISG003997	1552
AMISG003998	1430
AMISG003999	3245
AMISG004000	1745
AMISG004001	558
AMISG004002	602
AMISG004003	1966
AMISG004004	2704
AMISG004005	2973
AMISG004006	3071.5
AMISG004007	1387
AMISG004008	1580
AMISG004009	962
AMISG004010	968
AMISG004011	2308
AMISG004012	637
AMISG004013	1114
AMISG004014	1157
AMISG004015	5245
AMISG004016	2154.5
AMISG004017	1046
AMISG004018	1868
AMISG004019	1578
AMISG004020	3732
AMISG004021	711
AMISG004022	586
AMISG004023	1476
AMISG004024	663
AMISG004025	1927
AMISG004026	891
AMISG004027	886.5
AMISG004028	6591
AMISG004029	1139
AMISG004030	2605
AMISG004031	1972.5
AMISG004032	4363
AMISG004033	1668
AMISG004034	970
AMISG004035	2379
AMISG004036	1606
AMISG004037	1288
AMISG004038	3874
AMISG004039	645
AMISG004040	941
AMISG004041	1826
AMISG004042	2542.5
AMISG004043	1094
AMISG004044	1721
AMISG004045	728
AMISG004046	1004
AMISG004047	1660.5
AMISG004048	1674
AMISG004049	467
AMISG004050	5037.5
AMISG004051	776.5
AMISG004052	3092
AMISG004053	1264
AMISG004054	1642
AMISG004055	5182
AMISG004056	1349
AMISG004057	1533
AMISG004058	608
AMISG004059	5407.5
AMISG004060	1565
AMISG004061	1278
AMISG004062	2667
AMISG004063	3280
AMISG004064	1402
AMISG004065	1053
AMISG004066	1217.5
AMISG004067	3772
AMISG004068	1993
AMISG004069	1070
AMISG004070	864
AMISG004071	2209
AMISG004072	795
AMISG004073	920
AMISG004074	1845
AMISG004075	771
AMISG004076	1866
AMISG004077	4019
AMISG004078	1573
AMISG004079	2929
AMISG004080	1230
AMISG004081	2331
AMISG004082	2922
AMISG004083	1453
AMISG004084	1137
AMISG004085	1199
AMISG004086	972
AMISG004087	1099
AMISG004088	2297
AMISG004089	3972.5
AMISG004090	2903
AMISG004091	684.5
AMISG004092	733
AMISG004093	769
AMISG004094	1175
AMISG004095	5295.5
AMISG004096	1484
AMISG004097	2916
AMISG004098	6172.5
AMISG004099	1126
AMISG004100	2846
AMISG004101	577
AMISG004102	944
AMISG004103	1004
AMISG004104	3066
AMISG004105	4589
AMISG004106	1310
AMISG004107	5508
AMISG004108	3555.5
AMISG004109	1113
AMISG004110	4750.5
AMISG004111	3488.5
AMISG004112	1857
AMISG004113	1559
AMISG004114	5160
AMISG004115	2459
AMISG004116	603
AMISG004117	2183
AMISG004118	972
AMISG004119	445
AMISG004120	1413.5
AMISG004121	1179
AMISG004122	1886.5
AMISG004123	1509.5
AMISG004124	1946
AMISG004125	651
AMISG004126	1096
AMISG004127	824
AMISG004128	371
AMISG004129	2326
AMISG004130	685.5
AMISG004131	3202
AMISG004132	1823
AMISG004133	1581
AMISG004134	879
AMISG004135	7151
AMISG004136	914
AMISG004137	881
AMISG004138	763
AMISG004139	3755
AMISG004140	8926
AMISG004141	1634.5
AMISG004142	783
AMISG004143	850
AMISG004144	1797
AMISG004145	2098
AMISG004146	1189
AMISG004147	1783
AMISG004148	1018
AMISG004149	610
AMISG004150	990
AMISG004151	2823.5
AMISG004152	2206.5
AMISG004153	764
AMISG004154	2630
AMISG004155	1231
AMISG004156	873
AMISG004157	592
AMISG004158	2230
AMISG004159	1530
AMISG004160	525
AMISG004161	774
AMISG004162	1038
AMISG004163	704
AMISG004164	5761
AMISG004165	1965
AMISG004166	1586
AMISG004167	590
AMISG004168	847
AMISG004169	1159
AMISG004170	4609
AMISG004171	1185
AMISG004172	1555
AMISG004173	1757
AMISG004174	1955
AMISG004175	1744
AMISG004176	610
AMISG004177	2247
AMISG004178	1690
AMISG004179	1409
AMISG004180	371
AMISG004181	928
AMISG004182	2757
AMISG004183	3291
AMISG004184	2921.5
AMISG004185	1676
AMISG004186	7948
AMISG004187	702
AMISG004188	2529.5
AMISG004189	1208
AMISG004190	665
AMISG004191	1390
AMISG004192	535
AMISG004193	1898
AMISG004194	2726.5
AMISG004195	2942
AMISG004196	1975
AMISG004197	705
AMISG004198	957
AMISG004199	1137
AMISG004200	2202
AMISG004201	2707.5
AMISG004202	752
AMISG004203	1929
AMISG004204	1159
AMISG004205	1050
AMISG004206	723
AMISG004207	4481
AMISG004208	1684.5
AMISG004209	658
AMISG004210	880
AMISG004211	1149
AMISG004212	4178
AMISG004213	876
AMISG004214	806
AMISG004215	1006
AMISG004216	2617
AMISG004217	2188
AMISG004218	9865
AMISG004219	684
AMISG004220	1529
AMISG004221	2935
AMISG004222	349
AMISG004223	741
AMISG004224	1025
AMISG004225	1329
AMISG004226	3918
AMISG004227	1107.5
AMISG004228	760
AMISG004229	1146
AMISG004230	2581
AMISG004231	868
AMISG004232	637
AMISG004233	2523
AMISG004234	1218
AMISG004235	2109.5
AMISG004236	1557
AMISG004237	1312
AMISG004238	2618
AMISG004239	1972
AMISG004240	1234
AMISG004241	1655
AMISG004242	1698
AMISG004243	2709
AMISG004244	1131.5
AMISG004245	748
AMISG004246	1579
AMISG004247	3318
AMISG004248	1188
AMISG004249	997
AMISG004250	590
AMISG004251	2292
AMISG004252	1250
AMISG004253	1747
AMISG004254	1924
AMISG004255	3282
AMISG004256	2929.5
AMISG004257	4805
AMISG004258	1374
AMISG004259	1379
AMISG004260	1527
AMISG004261	1323
AMISG004262	944
AMISG004263	1692.5
AMISG004264	876
AMISG004265	1763
AMISG004266	2699.5
AMISG004267	2793
AMISG004268	770
AMISG004269	3926
AMISG004270	717
AMISG004271	1371.5
AMISG004272	1998
AMISG004273	779
AMISG004274	652
AMISG004275	2986
AMISG004276	1864.5
AMISG004277	1566
AMISG004278	1968
AMISG004279	504
AMISG004280	2019
AMISG004281	2236
AMISG004282	1766
AMISG004283	838
AMISG004284	1477.5
AMISG004285	706
AMISG004286	1566
AMISG004287	1629
AMISG004288	3444
AMISG004289	1213
AMISG004290	1479
AMISG004291	1833
AMISG004292	768
AMISG004293	6366
AMISG004294	2698
AMISG004295	3204
AMISG004296	377
AMISG004297	1124
AMISG004298	760
AMISG004299	1062
AMISG004300	675.5
AMISG004301	838
AMISG004302	1224.5
AMISG004303	6971.5
AMISG004304	866
AMISG004305	2353
AMISG004306	2743.5
